doc_id,fuel_code_candidate,missing_field,source_likely_has_field,html_exists,event_date_raw,parse_status,missing_fields
e52bb3fc81b9a626,RON95_III,bog_contribution_raw,True,True,25/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
e52bb3fc81b9a626,RON95_III,bog_spending_raw,True,True,25/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
dd4881330cce28e3,RON95_III,bog_contribution_raw,True,True,17/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
dd4881330cce28e3,RON95_III,bog_spending_raw,True,True,17/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2a1501798dd51761,RON95_III,bog_contribution_raw,True,True,11/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2a1501798dd51761,RON95_III,bog_spending_raw,True,True,11/4/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b24b70c1085fb515,RON95_III,bog_contribution_raw,True,True,28/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b24b70c1085fb515,RON95_III,bog_spending_raw,True,True,28/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5246fa97457bcb70,RON95_III,bog_contribution_raw,True,True,21/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
5246fa97457bcb70,RON95_III,bog_spending_raw,True,True,21/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
218325b47d08220a,RON95_III,bog_contribution_raw,True,True,14/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
218325b47d08220a,RON95_III,bog_spending_raw,True,True,14/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
511bd198a7514607,RON95_III,bog_contribution_raw,True,True,07/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
511bd198a7514607,RON95_III,bog_spending_raw,True,True,07/3/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
d2bccd5ca4e11d24,RON95_III,bog_contribution_raw,True,True,29/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
d2bccd5ca4e11d24,RON95_III,bog_spending_raw,True,True,29/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
4a63c46cb353090e,RON95_III,bog_contribution_raw,True,True,22/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
4a63c46cb353090e,RON95_III,bog_spending_raw,True,True,22/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b6a5234b1125cb33,RON95_III,bog_contribution_raw,True,True,15/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
b6a5234b1125cb33,RON95_III,bog_spending_raw,True,True,15/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2196557009c194a0,RON95_III,bog_contribution_raw,True,True,08/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
2196557009c194a0,RON95_III,bog_spending_raw,True,True,08/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
30e240e2a457f143,DIESEL,retail_price_raw,True,True,01/02/2024,parsed_partial,retail_price_raw
30e240e2a457f143,MAZUT,retail_price_raw,True,True,01/02/2024,parsed_partial,retail_price_raw
30e240e2a457f143,RON95_III,bog_contribution_raw,True,True,01/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
30e240e2a457f143,RON95_III,bog_spending_raw,True,True,01/02/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
06bd3142210deae9,DIESEL,retail_price_raw,True,True,25/01/2024,parsed_partial,retail_price_raw
06bd3142210deae9,E5RON92,bog_contribution_raw,True,True,25/01/2024,parsed_partial,bog_contribution_raw
06bd3142210deae9,MAZUT,retail_price_raw,True,True,25/01/2024,parsed_partial,retail_price_raw
06bd3142210deae9,RON95_III,bog_contribution_raw,True,True,25/01/2024,parsed_partial,bog_contribution_raw;bog_spending_raw
