title,report_date,detail_url,bog_pvoil
Báo cáo quỹ bình ổn giá xăng dầu ngày 17/07/2019,17/07/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-17072019,"-464,77 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 02/07/2019,02/07/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02072019,"-525,09 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 17/06/2019,17/06/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-17062019,"-614,16 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 01/06/2019,01/06/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-01062019,"-645,1 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 17/05/2019,17/05/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-17052019,"-660,1 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 02/05/2019,02/05/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02052019,-668.6 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 17/04/2019,17/04/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-17042019,-622.9 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 02/04/2019,02/04/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02042019,-304.4 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 18/03/2019,18/03/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-18032019,-304.4 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 02/03/2019,02/03/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02032019,-203.6 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 15/02/2019,15/02/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-15022019,-49.4 tỷ đồng
Báo cáo quỹ bình ổn giá xăng dầu ngày 31/01/2019,31/01/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-31012019,"40,8 tỷ đồng"
Báo cáo quỹ bình ổn giá xăng dầu ngày 16/01/2019,16/01/2019,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-16012019,"87,4 tỷ đồng"
Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2018 đến 31/12/2018,01/12/2018,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01122018-den-31122018,"37,576,277,356 VNĐ"
Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/11/2018 đến 30/11/2018,01/11/2018,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01112018-den-30112018,64.359.556.266 VNĐ
Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/10/2018 đến 31/10/2018,01/10/2018,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01102018-den-31102018,-62.416.530.114 VNĐ
Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/09/2018 đến 30/09/2018,01/09/2018,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01092018-den-30092018,63.533.855.713 VNĐ
Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/08/2018 đến 31/08/2018,01/08/2018,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01082018-den-31082018,173.280.016.453 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/07/2018 đến 31/07/2018,01/07/2018,https://www.pvoil.com.vn/ve-viec-bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01072018-den-31072018,203.643.301.652 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/06/2018 đến 30/06/2018,01/06/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01062018-den-30062018,194.058.207.992 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/05/2018 đến 31/05/2018,01/05/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01052018-den-31052018,250.535.857.232 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/04/2018 đến 30/04/2018,01/04/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01042018-den-30042018,302.856.779.211 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/03/2018 đến 31/03/2018,01/03/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01032018-den-31032018,320.251.271.782 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/02/2018 đến 28/02/2018,01/02/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01022018-den-28022018,306.599.381.652 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/01/2018 đến 31/01/2018,01/01/2018,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01012018-den-31012018,379.432.361.192 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2017 đến 31/12/2017,01/12/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01122017-den-31122017,434.495.930.309 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/11/2017 đến 31/11/2017,01/11/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01112017-den-31112017,486.316.041.091 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/10/2017 đến 31/10/2017,01/10/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01102017-den-31102017,488.005.194.722 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/09/2017 đến 30/09/2017,01/09/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01092017-den-30092017,457.808.524.469 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/08/2017 đến 31/08/2017,01/08/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01082017-den-31082017,412.599.122.266 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/07/2017 đến 31/07/2017,01/07/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01072017-den-31072017,364.369.307.569 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/06/2017 đến 30/06/2017,01/06/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01062017-den-30062017,305.646.569.456 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/05/2017 đến 31/05/2017,01/05/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01052017-den-31052017,230.872.459.959 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/04/2017 đến 30/04/2017,01/04/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01042017-den-30042017,175.194.162.389 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/03/2017 đến 31/03/2017,01/03/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01032017-den-31032017,133.269.523.909 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/02/2017 đến 28/02/2017,01/02/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01022017-den-28022017,63.807.058.089 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/01/2017 đến 31/01/2017,01/01/2017,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01012017-den-31012017,42.471.788.763 VNĐ
Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2016 đến 31/12/2016,01/12/2016,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01122016-den-31122016,58.327.504.414 VNĐ
