crawl_date,detail_url,title,report_date,post_date,is_parsed
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02052019,Báo cáo quỹ bình ổn giá xăng dầu ngày 02/05/2019,02/05/2019,02.05.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-17042019,Báo cáo quỹ bình ổn giá xăng dầu ngày 17/04/2019,17/04/2019,17.04.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02042019,Báo cáo quỹ bình ổn giá xăng dầu ngày 02/04/2019,02/04/2019,02.04.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-18032019,Báo cáo quỹ bình ổn giá xăng dầu ngày 18/03/2019,18/03/2019,18.03.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-02032019,Báo cáo quỹ bình ổn giá xăng dầu ngày 02/03/2019,02/03/2019,01.03.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-15022019,Báo cáo quỹ bình ổn giá xăng dầu ngày 15/02/2019,15/02/2019,15.02.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-31012019,Báo cáo quỹ bình ổn giá xăng dầu ngày 31/01/2019,31/01/2019,31.01.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-ngay-16012019,Báo cáo quỹ bình ổn giá xăng dầu ngày 16/01/2019,16/01/2019,16.01.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01122018-den-31122018,Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2018 đến 31/12/2018,01/12/2018,15.01.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01112018-den-30112018,Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/11/2018 đến 30/11/2018,01/11/2018,08.01.2019,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01102018-den-31102018,Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/10/2018 đến 31/10/2018,01/10/2018,26.11.2018,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01092018-den-30092018,Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/09/2018 đến 30/09/2018,01/09/2018,20.10.2018,1
2026-06-09,https://www.pvoil.com.vn/bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01082018-den-31082018,Báo cáo Quỹ bình ổn giá xăng dầu giai đoạn 01/08/2018 đến 31/08/2018,01/08/2018,20.09.2018,1
2026-06-09,https://www.pvoil.com.vn/ve-viec-bao-cao-quy-binh-on-gia-xang-dau-giai-doan-01072018-den-31072018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/07/2018 đến 31/07/2018,01/07/2018,20.08.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01062018-den-30062018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/06/2018 đến 30/06/2018,01/06/2018,20.07.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01052018-den-31052018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/05/2018 đến 31/05/2018,01/05/2018,20.06.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01042018-den-30042018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/04/2018 đến 30/04/2018,01/04/2018,20.05.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01032018-den-31032018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/03/2018 đến 31/03/2018,01/03/2018,20.04.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01022018-den-28022018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/02/2018 đến 28/02/2018,01/02/2018,20.03.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01012018-den-31012018,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/01/2018 đến 31/01/2018,01/01/2018,20.02.2018,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01122017-den-31122017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2017 đến 31/12/2017,01/12/2017,31.12.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01112017-den-31112017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/11/2017 đến 31/11/2017,01/11/2017,20.12.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01102017-den-31102017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/10/2017 đến 31/10/2017,01/10/2017,31.10.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01092017-den-30092017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/09/2017 đến 30/09/2017,01/09/2017,30.09.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01082017-den-31082017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/08/2017 đến 31/08/2017,01/08/2017,31.08.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01072017-den-31072017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/07/2017 đến 31/07/2017,01/07/2017,31.07.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01062017-den-30062017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/06/2017 đến 30/06/2017,01/06/2017,30.06.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01052017-den-31052017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/05/2017 đến 31/05/2017,01/05/2017,31.05.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01042017-den-30042017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/04/2017 đến 30/04/2017,01/04/2017,30.04.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01032017-den-31032017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/03/2017 đến 31/03/2017,01/03/2017,31.03.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01022017-den-28022017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/02/2017 đến 28/02/2017,01/02/2017,28.02.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01012017-den-31012017,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/01/2017 đến 31/01/2017,01/01/2017,31.01.2017,1
2026-06-09,https://www.pvoil.com.vn/thong-bao-quy-binh-on-gia-xang-dau-giai-doan-01122016-den-31122016,Thông báo Quỹ bình ổn giá xăng dầu giai đoạn 01/12/2016 đến 31/12/2016,01/12/2016,31.12.2016,1
